customer_key,customer_id,customer_name,gender,email,city,state,country,segment
238,C000238,Customer_000238,MALE,customer000238@example.com,,,SWEDEN,Retail
239,C000239,Customer_000239,MALE,customer000239@example.com,,,GERMANY,Wholesale
240,C000240,Customer_000240,MALE,customer000240@example.com,,,JAPAN,Wholesale
241,C000241,Customer_000241,MALE,customer000241@example.com,,,JAPAN,Retail
242,C000242,Customer_000242,MALE,customer000242@example.com,,,NORWAY,Wholesale
243,C000243,Customer_000243,MALE,customer000243@example.com,,,SPAIN,Retail
244,C000244,Customer_000244,MALE,customer000244@example.com,,,FRANCE,Wholesale
245,C000245,Customer_000245,MALE,customer000245@example.com,,,GERMANY,Wholesale
246,C000246,Customer_000246,MALE,customer000246@example.com,,,INDIA,Wholesale
247,C000247,Customer_000247,MALE,customer000247@example.com,,,NETHERLANDS,Wholesale
248,C000248,Customer_000248,MALE,customer000248@example.com,,,NETHERLANDS,Retail
249,C000249,Customer_000249,MALE,customer000249@example.com,,,SWEDEN,Wholesale
250,C000250,Customer_000250,MALE,customer000250@example.com,,,INDIA,Retail
251,C000251,Customer_000251,MALE,customer000251@example.com,,,JAPAN,Retail
252,C000252,Customer_000252,MALE,customer000252@example.com,,,FRANCE,Wholesale
253,C000253,Customer_000253,MALE,customer000253@example.com,,,CANADA,Retail
254,C000254,Customer_000254,MALE,customer000254@example.com,,,JAPAN,Wholesale
255,C000255,Customer_000255,MALE,customer000255@example.com,,,GERMANY,Retail
256,C000256,Customer_000256,MALE,customer000256@example.com,,,UK,Retail
257,C000257,Customer_000257,MALE,customer000257@example.com,Chicago,WA,USA,Retail
258,C000258,Customer_000258,MALE,customer000258@example.com,,,NETHERLANDS,Wholesale
259,C000259,Customer_000259,MALE,customer000259@example.com,,,MEXICO,Retail
260,C000260,Customer_000260,MALE,customer000260@example.com,,,KOREA,Wholesale
261,C000261,Customer_000261,MALE,customer000261@example.com,,,NETHERLANDS,Wholesale
262,C000262,Customer_000262,MALE,customer000262@example.com,,,GERMANY,Retail
263,C000263,Customer_000263,MALE,customer000263@example.com,,,JAPAN,Retail
264,C000264,Customer_000264,MALE,customer000264@example.com,,,MEXICO,Retail
265,C000265,Customer_000265,MALE,customer000265@example.com,,,INDIA,Wholesale
266,C000266,Customer_000266,MALE,customer000266@example.com,,,GERMANY,Retail
267,C000267,Customer_000267,MALE,customer000267@example.com,,,INDIA,Wholesale
268,C000268,Customer_000268,MALE,customer000268@example.com,Seattle,AZ,USA,Retail
269,C000269,Customer_000269,MALE,customer000269@example.com,,,NETHERLANDS,Retail
270,C000270,Customer_000270,MALE,customer000270@example.com,,,INDIA,Wholesale
271,C000271,Customer_000271,MALE,customer000271@example.com,,,JAPAN,Wholesale
272,C000272,Customer_000272,MALE,customer000272@example.com,,,INDIA,Wholesale
273,C000273,Customer_000273,MALE,customer000273@example.com,,,NORWAY,Wholesale
274,C000274,Customer_000274,MALE,customer000274@example.com,,,BRAZIL,Wholesale
275,C000275,Customer_000275,MALE,customer000275@example.com,,,MEXICO,Retail
276,C000276,Customer_000276,MALE,customer000276@example.com,,,KOREA,Wholesale
277,C000277,Customer_000277,MALE,customer000277@example.com,,,NETHERLANDS,Wholesale
278,C000278,Customer_000278,MALE,customer000278@example.com,,,INDIA,Retail
279,C000279,Customer_000279,MALE,customer000279@example.com,,,BRAZIL,Wholesale
280,C000280,Customer_000280,MALE,customer000280@example.com,,,INDIA,Wholesale
281,C000281,Customer_000281,MALE,customer000281@example.com,,,JAPAN,Retail
282,C000282,Customer_000282,MALE,customer000282@example.com,,,FRANCE,Wholesale
283,C000283,Customer_000283,MALE,customer000283@example.com,,,CANADA,Wholesale
284,C000284,Customer_000284,MALE,customer000284@example.com,,,GERMANY,Wholesale
285,C000285,Customer_000285,MALE,customer000285@example.com,,,ITALY,Wholesale
286,C000286,Customer_000286,MALE,customer000286@example.com,,,MEXICO,Retail
287,C000287,Customer_000287,MALE,customer000287@example.com,,,UK,Retail
288,C000288,Customer_000288,MALE,customer000288@example.com,,,GERMANY,Wholesale
289,C000289,Customer_000289,MALE,customer000289@example.com,,,KOREA,Retail
290,C000290,Customer_000290,MALE,customer000290@example.com,,,KOREA,Retail
291,C000291,Customer_000291,MALE,customer000291@example.com,,,CANADA,Wholesale
292,C000292,Customer_000292,MALE,customer000292@example.com,,,SPAIN,Wholesale
293,C000293,Customer_000293,MALE,customer000293@example.com,,,SWEDEN,Wholesale
294,C000294,Customer_000294,MALE,customer000294@example.com,,,SPAIN,Retail
295,C000295,Customer_000295,MALE,customer000295@example.com,,,GERMANY,Wholesale
296,C000296,Customer_000296,MALE,customer000296@example.com,,,SPAIN,Retail
297,C000297,Customer_000297,MALE,customer000297@example.com,,,BRAZIL,Wholesale
298,C000298,Customer_000298,MALE,customer000298@example.com,,,NETHERLANDS,Retail
299,C000299,Customer_000299,MALE,customer000299@example.com,,,ITALY,Wholesale
300,C000300,Customer_000300,MALE,customer000300@example.com,,,INDIA,Wholesale
301,C000301,Customer_000301,MALE,customer000301@example.com,,,BRAZIL,Wholesale
302,C000302,Customer_000302,MALE,customer000302@example.com,,,SWEDEN,Retail
303,C000303,Customer_000303,MALE,customer000303@example.com,,,NETHERLANDS,Retail
304,C000304,Customer_000304,MALE,customer000304@example.com,,,FRANCE,Wholesale
305,C000305,Customer_000305,MALE,customer000305@example.com,,,NETHERLANDS,Retail
306,C000306,Customer_000306,MALE,customer000306@example.com,,,SPAIN,Wholesale
307,C000307,Customer_000307,MALE,customer000307@example.com,,,JAPAN,Wholesale
308,C000308,Customer_000308,MALE,customer000308@example.com,,,KOREA,Retail
309,C000309,Customer_000309,MALE,customer000309@example.com,,,BRAZIL,Wholesale
310,C000310,Customer_000310,MALE,customer000310@example.com,,,MEXICO,Retail
311,C000311,Customer_000311,MALE,customer000311@example.com,,,NORWAY,Retail
312,C000312,Customer_000312,MALE,customer000312@example.com,,,MEXICO,Wholesale
313,C000313,Customer_000313,MALE,customer000313@example.com,,,NORWAY,Retail
314,C000314,Customer_000314,MALE,customer000314@example.com,,,CANADA,Wholesale
315,C000315,Customer_000315,MALE,customer000315@example.com,,,UK,Wholesale
316,C000316,Customer_000316,MALE,customer000316@example.com,,,UK,Retail
317,C000317,Customer_000317,MALE,customer000317@example.com,,,FRANCE,Wholesale
318,C000318,Customer_000318,MALE,customer000318@example.com,,,ITALY,Retail
319,C000319,Customer_000319,MALE,customer000319@example.com,,,NETHERLANDS,Wholesale
320,C000320,Customer_000320,MALE,customer000320@example.com,,,ITALY,Wholesale
321,C000321,Customer_000321,MALE,customer000321@example.com,,,FRANCE,Wholesale
322,C000322,Customer_000322,MALE,customer000322@example.com,,,FRANCE,Retail
323,C000323,Customer_000323,MALE,customer000323@example.com,,,NETHERLANDS,Retail
324,C000324,Customer_000324,MALE,customer000324@example.com,,,KOREA,Retail
325,C000325,Customer_000325,MALE,customer000325@example.com,,,ITALY,Retail
326,C000326,Customer_000326,MALE,customer000326@example.com,,,JAPAN,Retail
327,C000327,Customer_000327,MALE,customer000327@example.com,,,INDIA,Retail
328,C000328,Customer_000328,MALE,customer000328@example.com,,,INDIA,Retail
329,C000329,Customer_000329,MALE,customer000329@example.com,,,GERMANY,Retail
330,C000330,Customer_000330,MALE,customer000330@example.com,,,BRAZIL,Retail
331,C000331,Customer_000331,MALE,customer000331@example.com,,,NORWAY,Retail
332,C000332,Customer_000332,MALE,customer000332@example.com,,,GERMANY,Retail
333,C000333,Customer_000333,MALE,customer000333@example.com,,,NETHERLANDS,Retail
334,C000334,Customer_000334,MALE,customer000334@example.com,,,NORWAY,Retail
335,C000335,Customer_000335,MALE,customer000335@example.com,,,NETHERLANDS,Wholesale
336,C000336,Customer_000336,MALE,customer000336@example.com,,,INDIA,Wholesale
337,C000337,Customer_000337,MALE,customer000337@example.com,,,UK,Retail
338,C000338,Customer_000338,MALE,customer000338@example.com,,,INDIA,Retail
339,C000339,Customer_000339,MALE,customer000339@example.com,,,FRANCE,Retail
340,C000340,Customer_000340,MALE,customer000340@example.com,,,NORWAY,Retail
341,C000341,Customer_000341,MALE,customer000341@example.com,,,MEXICO,Wholesale
342,C000342,Customer_000342,MALE,customer000342@example.com,,,NORWAY,Wholesale
343,C000343,Customer_000343,MALE,customer000343@example.com,,,SPAIN,Retail
344,C000344,Customer_000344,MALE,customer000344@example.com,,,CANADA,Retail
345,C000345,Customer_000345,MALE,customer000345@example.com,,,CANADA,Wholesale
346,C000346,Customer_000346,MALE,customer000346@example.com,,,BRAZIL,Retail
347,C000347,Customer_000347,MALE,customer000347@example.com,,,INDIA,Retail
348,C000348,Customer_000348,MALE,customer000348@example.com,,,ITALY,Wholesale
349,C000349,Customer_000349,MALE,customer000349@example.com,,,JAPAN,Wholesale
350,C000350,Customer_000350,MALE,customer000350@example.com,,,CANADA,Wholesale
351,C000351,Customer_000351,MALE,customer000351@example.com,Chicago,MA,USA,Retail
352,C000352,Customer_000352,MALE,customer000352@example.com,,,SPAIN,Wholesale
353,C000353,Customer_000353,MALE,customer000353@example.com,,,JAPAN,Wholesale
354,C000354,Customer_000354,MALE,customer000354@example.com,,,KOREA,Retail
355,C000355,Customer_000355,MALE,customer000355@example.com,,,SPAIN,Retail
356,C000356,Customer_000356,MALE,customer000356@example.com,,,KOREA,Wholesale
357,C000357,Customer_000357,MALE,customer000357@example.com,,,NORWAY,Wholesale
